label,label_name,setting,n,method,rejection_rate,binomial_se,ci_lower,ci_upper,mean_stat,mean_cutoff,median_cond_sigma_hat,median_cond_sigma_reg,median_lambda,n_tests_per_cell_actual,B_boot_actual,alpha
6,normal colon mucosa,H0_source,50,cnn_final_fc128_gaussian5,0.0678,0.003555366647759412,0.06083148137039155,0.07476851862960844,4.833668169913929,13.565056466455516,78443.71324460814,28695.8234015166,3.229131025726349e-05,5000,500,0.05
6,normal colon mucosa,H0_source,50,cnn_multilayer_gaussian15,0.0902,0.004051270418029386,0.0822595099806624,0.0981404900193376,15.86589147839407,34.26012155927811,689929.0358317511,108811.60021750498,4.27007812620279e-05,5000,500,0.05
6,normal colon mucosa,H0_source,50,cnn_multilayer_single_gaussian,0.0676,0.0035504996831432047,0.060641020621039314,0.07455897937896068,3.4332736573991736,10.575534021886194,83.760048228445,83.51688789441974,5.4493479852926784e-05,5000,500,0.05
6,normal colon mucosa,H0_source,50,raw_pixel_gaussian5,0.0776,0.003783602516121375,0.07018413906840211,0.0850158609315979,3.9704924143454896,11.174705037816569,14496519.913874198,45923.07808665317,9.56083058936807e-06,5000,500,0.05
6,normal colon mucosa,H0_source,80,cnn_final_fc128_gaussian5,0.0538,0.0031907854832313627,0.04754606045286653,0.06005393954713347,4.280186966532239,13.505230664943717,68870.0154757858,27329.023003596292,3.0410525139922997e-05,5000,500,0.05
6,normal colon mucosa,H0_source,80,cnn_multilayer_gaussian15,0.0604,0.0033690307211422105,0.05379669978656127,0.06700330021343874,13.81219452301501,33.9699809529436,556236.5291611191,104614.37888554455,4.106379352650305e-05,5000,500,0.05
6,normal colon mucosa,H0_source,80,cnn_multilayer_single_gaussian,0.0508,0.0031054584202658392,0.04471330149627895,0.056886698503721043,3.097158590396958,10.530898276507088,79.9569017538154,79.73556862382122,5.316260041482973e-05,5000,500,0.05
6,normal colon mucosa,H0_source,80,raw_pixel_gaussian5,0.0662,0.003516178607522661,0.05930828992925558,0.07309171007074441,3.6820355090847037,11.435021704408861,6872347.476546157,44790.370046442724,6.938820037129314e-06,5000,500,0.05
6,normal colon mucosa,H0_source,100,cnn_final_fc128_gaussian5,0.0462,0.002968688599365046,0.040381370345244506,0.05201862965475549,4.204861913351509,13.513476644870138,66825.35595752079,27002.692964292815,2.9771974890168637e-05,5000,500,0.05
6,normal colon mucosa,H0_source,100,cnn_multilayer_gaussian15,0.0574,0.0032895361375124,0.050952509170475696,0.0638474908295243,13.432096764389705,33.82234074214399,525739.2089132138,103508.98080920044,4.0502772971914814e-05,5000,500,0.05
